ID                                                      NAME            
10205500210000  ST AUGUSTINE POLICE OFFICERS RETIREMENT SYSTEM  
10205600110000  CITY OF FORT PIERCE RETIREMENT TRUST FUND       
10205700210000  GENERAL EMPLOYEE RETIREMENT FUND CITY OF MILTON 
10205700210100  MILTON POLICE PENSION FUND      
10205700210200  MILTON FIREMEN PENSION FUND     
10205800110000  SARASOTA FIREMENS RETIREMENT SYSTEM     
10205800110100  SARASOTA POLICE RETIREMENT SYSTEM       
10205800110200  EMPLOYEES RETIREMENT SYSTEM     
10205900510000  SANFORD FIREMEN PENSION FUND    
10205900510100  SANFORD POLICEMENS PENSION FUND 
10206400210000  DE LAND FIREMENS RETIREMENT FUND        
10206400210100  EMPLOYEES RETIREMENT FUND       
10206400210200  DE LAND POLICE OFFICERS RETIREMENT FD   
10206400410000  HOLLY HILL FIREMEN PENSION FUND 
10206400410100  HOLLY HILL POLICE RELIEF AND PENSION FUND       
10206400810000  CITY OF ORMOND BEACH GENERAL EMPLOYEES PENSION FD       
10206400810100  ORMOND BEACH FIREMENS RELIEF AND PENSION FUND   
10206400810200  ORMOND BEACH POLICE PENSION FUND        
11000000003601  EMPLOYEES RETIREMENT SYSTEM OF GEORGIA  
11000000006301  GEORGIA FIREMEN'S PENSION FUND  
11000000011301  TEACHERS RETIREMENT SYSTEM OF GEORGIA   
11000000090001  PEACE OFFICERS ANNUITY BENEFIT FUND OF GEORGIA  
11000000090301  SUPERIOR COURT CLERKS RETIREMENT FUND OF GEORGIA        
11000000090401  SHERIFFS RETIREMENT FUND OF GEORGIA     
11000000090501  JUDGES OF THE PROBATE COURTS RETIREMENT FUND OF GEORGIA 
11000000090601  PUBLIC SCHOOL EMPLOYEES RETIREMENT SYSTEM       
11101101110000  BIBB COUNTY EMPLOYEES RETIREMENT SYSTEM 
11101701710000  BURKE COUNTY EMPLOYEES RETIREMENT SYSTEM        
11102502510000  CHATHAM COUNTY EMPLOYEES RETIREMENT PLAN        
11104404410000  DEKALB CO ACCOUNTING SERVICES   
11106006010000  FULTON COUNTY EMPLOYEES' RETIREMENT SYSTEM PENSION PLAN 
11201100110000  MACON FIREMEN AND POLICE PENSION FD     
11201100110100  OFFICERS AND EMPLOYEES PENSION SYSTEM   
11201100110200  MACON-BIBB CO WATER AND SEWER AUTHORITY PENSION FUND    
11202500310000  SAVANNAH PENSION FUND   
11204400410000  EMPLOYEES RETIREMENT FUND CITY OF DECATUR       
11204700110000  ALBANY EMPLOYEES PENSION FUND   
11206000210000  ATLANTA POLICEMENS PENSION FUND 
11206000210100  ATLANTA FIREMENS PENSION FUND   
11206000210200  GENERAL EMPLOYEES PENSION FUND  
11206300110000  BRUNSWICK PENSION SYSTEM        
11206900310000  EMPLOYEES RETIREMENT FUND       
11210600210000  EMPLOYEES RETIREMENT SYSTEM     
11212100110000  GENERAL RETIREMENT FUND 
11212100110100  1945 EMPLOYEES PENSION FUND     
11212100110200  AUGUSTA/RICHMOND COUNTY 1977 EMPLOYEES PENSION FUND     
11212600110000  GRIFFIN EMPLOYEES AID FUND      
11213600710000  BOARD OF PENSION TRUSTEES CITY OF THOMASVILLE   
11506000210000  FULTON COUNTY SCHOOL PENSION BOARD      
12000000000401  BUDGET AND FINANCE DEPARTMENT   EMPLOYEES RETIREMENT SYSTEM
13000000004607  OFFICE OF THE GOVERNOR  PUBLIC EMPLOYEE RETIREMENT BD
13000000090001  JUDGES RETIREMENT SYSTEM        
13200300910000  POCATELLO POLICE RETIREMENT FUND        
13203500310000  LEWISTON POLICE DEPARTMENT RETIREMENT SYSTEM    
14000000009801  STATE EMPLOYEES RETIREMENT SYSTEM       
14000000009802  STATE EMPLOYEES RETIREMENT SYSTEM       GENERAL ASSEMBLY RETIREMENT SYSTEM
14000000009803  STATE EMPLOYEES RETIREMENT SYSTEM       JUDGES RETIREMENT SYSTEM
14000000009804  STATE EMPLOYEES RETIREMENT SYSTEM       TEACHERS RETIREMENT SYSTEM
14000000010901  UNIVERSITY RETIREMENT SYSTEM    
14000000090001  ILLINOIS MUNICIPAL RETIREMENT FUND      
14101601610000  COOK COUNTY EMPLOYEES ANNUITY BENEFIT FUND      
14101601610100  EMPLOYEE ANNUITY BENEFIT FUND FOREST PRESERVE DISTRICT  
14200200110000  CAIRO FIREMENS PENSION BOARD    
14200400110000  BELVIDERE POLICEMEN PENSION FUND        
14200400110100  BELVIDERE FIREMENS PENSION FUND 
14200602010000  SPRING VALLEY POLICEMEN PENSION FUND    
14200800510000  SAVANNA FIREMEN PENSION FUND    
14200800510100  SAVANNA POLICE PENSION FUND     
14200900310000  BEARDSTOWN POLICE PENSION FUND  
14200900310100  BEARDSTOWN FIREMEN PENSION FUND 
14201000210000  CHAMPAIGN POLICE PENSION FUND   
14201000210100  CHAMPAIGN FIREMENS PENSION FUND 
14201001310000  RANTOUL POLICEMEN PENSION FUND  
14201002110000  URBANA POLICEMEN PENSION FUND   
14201002110100  URBANA FIREMENS PENSION FUND    
14201101110000  PANA POLICEMEN PENSION FUND     
14201101310000  TAYLORVILLE FIREMEN PENSION FUND        
14201101310100  TAYLORVILLE POLICE PENSION FUND 
14201300210000  FLORA POLICEMEN PENSION FUND    
14201500210000  CHARLESTON POLICEMEN PENSION SYSTEM     
14201500210100  CHARLESTON FIREMENS PENSION FUND        
14201500510000  MATTOON POLICEMEN PENSION FUND  
14201500510100  MATTOON FIREMENS PENSION FUND   
14201600210000  ARLINGTON HEIGHTS POLICEMENS PENSION FUND       
14201600210100  ARLINGTON HEIGHTS FIREMENS RETIREMENT FUND      
14201600310000  BARRINGTON POLICEMEN PENSION FUND BOARD 
14201600510000  ROBINSON POLICEMENS PENSION FUND        
14201600510100  ROBINSON FIREMENS PENSION FUND  
14201600610000  BELLWOOD POLICE PENSION FUND    
14201600610100  BELLWOOD FIREMENS PENSION       
14201600710000  BERKELEY POLICEMEN PENSION BOARD        
14201600910000  BLUE ISLAND POLICE PENSION SYSTEM       
14201601010000  BRIDGEVIEW POLICE PENSION FUND  
14201601110000  BROADVIEW POLICE PENSION FUND   
14201601210000  BROOKFIELD POLICEMEN PENSION FUND       
14201601210100  BROOKFIELD FIREMENS PENSION FUND        
14201601310000  BURNHAM POLICE PENSION FUND     
14201601410000  CALUMET CITY POLICEMEN PENSION FUND     
14201601410100  CALUMET CITY FIREMENS PENSION FUND      
14201601610000  CHICAGO FIREMANS ANNUITY BENEFIT FUND   
14201601610100  MUNICIPAL EMPLOYEES ANNUITY BENEFIT FUND        
14201601610200  LABORERS RETIREMENT BOARD EMPLOYEES ANNUITY BENEFIT FUND        
14201601610300  CHICAGO POLICEMENS ANNUITY BENEFIT FUND 
14201601710000  CHICAGO HEIGHTS FIREMENS PENSION FUND   
14201601810000  CHICAGO RIDGE POLICE PENSION FUND       
14201601910000  CICERO FIREMENS PENSION FUND    
14201601910100  CICERO POLICEMENS PENSION FUND  
14201602010000  CRESTWOOD POLICEMEN PENSION PLAN        
14201602110000  DES PLAINES POLICEMENS PENSION FUND     
14201602110100  DES PLAINES FIREMENS PENSION FUND       
14201602310000  DOLTON FIREMENS PENSION FUND    
14201602310100  DOLTON POLICE PENSION FUND      
14201602610000  ELMWOOD PARK FIRE PENSION FUND  
14201602610100  ELMWOOD PARK POLICE PENSION FUND        
14201602710000  EVANSTON POLICE PENSION FUND    
14201602710100  EVANSTON FIREFIGHTERS PENSION FUND      
14201602810000  EVERGREEN PARK POLICEMEN PENSION FUND   
14201602910000  FLOSSMOOR POLICEMEN PENSION FUND        
14201603010000  FOREST PARK POLICEMEN PENSION FUND      
14201603010100  FOREST PARK FIREMENS PENSION FUND       
14201603110000  FOREST VIEW POLICE PENSION FUND 
14201603110100  FOREST VIEW FIREMEN PENSION FUND        
14201603210000  FRANKLIN PARK POLICEMEN PENSION FUND    
14201603210100  FRANKLIN PARK FIREMEN PENSION FUND      
14201603310000  GLENCOE POLICEMEN PENSION FUND  
14201603310100  GLENCOE FIREMENS PENSION FUND   
14201603410000  GLENVIEW POLICEMEN PENSION FUND 
14201603410100  GLENVIEW FIREMEN PENSION FUND   
14201603510000  GLENWOOD POLICE PENSION FUND    
14201603710000  HARVEY POLICEMEN PENSION FUND   
14201603710100  HARVEY FIREMENS PENSION FUND    
14201603810000  HARWOOD HEIGHTS POLICE PENSION FUND     
14201603910000  HAZEL CREST POLICE PENSION FUND 
14201604010000  HICKORY HILLS POLICE PENSION FUND       
14201604110000  HILLSIDE POLICEMEN PENSION FUND 
14201604310000  HOMETOWN POLICE PENSION FUND    
14201604410000  HOMEWOOD POLICEMEN PENSION FUND 
14201604410100  HOMEWOOD FIREMEN PENSION PLAN   
14201604610000  KENILWORTH POLICEMEN PENSION FUND       
14201604710000  VILLAGE POLICE RETIREMENT FUND  
14201604710100  LA GRANGE FIREMENS RETIREMENT FUND      
14201604810000  CITY POLICEMEN PENSION FUND     
14201604910000  LANSING VILLAGE FIREMENS PENSION FUND   
14201604910100  LANSING POLICEMEN PENSION FUND  
14201605110000  LINCOLNWOOD POLICEMEN PENSION FUND      
14201605210000  LYONS POLICE PENSION FUND       
14201605210100  LYONS FIREMEN PENSION FUND      
14201605310000  MCCOOK POLICEMEN PENSION FUND   
14201605410000  MARKHAM POLICE PENSION FUND     
14201605510000  MATTESON POLICE PENSION FUND    
14201605510100  MATTESON FIREMEN PENSION FUND   
14201605610000  MAYWOOD POLICE PENSION FUND     
14201605610100  MAYWOOD FIREMENS PENSION FUND   
14201605710000  MELROSE PARK POLICEMEN PENSION FUND     
14201605710100  MELROSE PARK FIREMENS PENSION FUND      
14201606010000  MORTON GROVE POLICEMEN PENSION FUND     
14201606010100  MORTON GROVE FIREMEN PENSION FUND       
14201606110000  MOUNT PROSPECT POLICEMEN PENSION FUND   
14201606110100  MOUNT PROSPECT FIREMEN PENSION FUND     
14201606210000  NILES FIREMENS PENSION FUND     
14201606310000  NORRIDGE POLICE PENSION FUND    
14201606410000  NORTHBROOK FIREMEN PENSION FUND 
14201606410100  NORTHBROOK POLICEMEN PENSION FUND       
14201606510000  NORTHFIELD POLICE PENSION FUND  
14201606610000  NORTHLAKE POLICEMEN RETIREMENT BOARD    
14201606710000  NORTH RIVERSIDE FIREMENS PENSION FUND   
14201606710100  VILLAGE POLICE PENSION FUND     
14201606810000  OAK FOREST FIREMENS PENSION FUND        
14201606810100  OAK FOREST POLICE PENSION FUND  
14201606910000  VILLAGE POLICE PENSION FUND     
14201606910100  OAK LAWN FIREMAN S PENSION FUND 
14201607010000  OAK PARK FIREMENS PENSION FUND  
14201607010100  OAK PARK POLICE PENSION FUND    
14201607310000  PALATINE POLICEMEN PENSION FUND 
14201607310100  PALATINE FIREMENS PENSION FUND  
14201607510000  PARK FOREST POLICEMEN PENSION FUND      
14201607510100  PARK FOREST FIREMENS PENSION FUND       
14201607610000  PARK RIDGE POLICEMEN PENSION FUND       
14201607610100  PARK RIDGE FIREMENS PENSION FUND        
14201607810000  POSEN POLICEMEN PENSION FUND    
14201607910000  RICHTON PARK POLICE PENSION FUND        
14201608010000  RIVERDALE POLICE PENSION FUND   
14201608010100  RIVERDALE FIREMEN S PENSION FUND        
14201608110000  RIVER FOREST FIREMEN PENSION FUND       
14201608210000  RIVER GROVE POLICEMENS PENSION FUND     
14201608310000  RIVERSIDE POLICEMENS PENSION FUND       
14201608410000  ROBBINS POLICE PENSION FUND     
14201608410100  ROBBINS FIREMENS PENSION FUND   
14201608710000  SCHILLER PARK FIREMEN S PENSION FUND    
14201608710100  SCHILLER PARK POLICE PENSION FUND       
14201608810000  SKOKIE FIREMENS PENSION FUND    
14201608810100  SKOKIE POLICEMENS PENSION FUND  
14201608910000  SOUTH CHICAGO HEIGHTS POLICE PENSION FUND       
14201609110000  STICKNEY POLICE PENSION FUND    
14201609510000  TINLEY PARK POLICE PENSION SYSTEM       
14201609610000  WESTCHESTER POLICEMENS PENSION FUND     
14201609610100  WESTCHESTER FIREMENS PENSION FUND       
14201609710000  WESTERN SPRINGS POLICEMENS PENSION FUND 
14201609810000  WHEELING POLICEMENS PENSION FUND        
14201609810100  WHEELING FIREMENS PENSION FUND  
14201610010000  WILMETTE POLICEMENS PENSION FUND        
14201610010100  WILMETTE FIREMENS PENSION FUND  
14201610110000  WINNETKA FIREMENS PENSION FUND  
14201610110100  WINNETKA POLICEMENS PENSION FUND        
14201610210000  WORTH POLICE PENSION FUND       
14201650410000  ELK GROVE VILLAGE FIREMEN PENSION FUND  
14201650410100  ELK GROVE VILLAGE POLICE PENSION FUND   
14201650510000  HANOVER PARK POLICE PENSION FUND        
14201650710000  STREAMWOOD POLICE PENSION FUND  
14201650710100  STREAMWOOD FIREMENS PENSION FUND        
14201651110000  SCHAUMBURG POLICE PENSION FUND  
14201651110100  SCHAUMBURG FIREMENS PENSION FUND        
14201651310000  PALOS HEIGHTS POLICEMENS PENSION FUND   
14201651610000  COUNTRYSIDE POLICE PENSION FUND 
14201900210000  DE KALB POLICE PENSION FUND     
14201900210100  DE KALB FIREMENS PENSION FUND   
14201901110000  SYCAMORE POLICEMENS PENSION FUND        
14201901110100  SYCAMORE FIREMENS PENSION FUND  
14202000110000  CLINTON FIREMEN PENSION PLAN    
14202000110100  CLINTON POLICE PENSION FUND     
14202200210000  BENSENVILLE POLICE PENSION      
14202200410000  CLARENDON HILLS POLICEMENS PENSION FUND 
14202200510000  DOWNERS GROVE POLICEMENS PENSION FUND   
14202200510100  DOWNERS GROVE FIREMENS PENSION FUND     
14202200610000  ELMHURST FIREMEN PENSION FUND   
14202200610100  ELMHURST POLICE PENSION FUND    
14202200710000  GLEN ELLYN POLICEMENS PENSION FUND      
14202200810000  HINSDALE POLICE PENSION FUND    
14202200810100  HINSDALE FIREMENS PENSION FUND  
14202201010000  LISLE POLICE PENSION FUND       
14202201110000  LOMBARD POLICEMENS PENSION FUND 
14202201110100  LOMBARD FIREMEN PENSION FUND    
14202201210000  NAPERVILLE POLICEMENS PENSION FUND      
14202201210100  NAPERVILLE FIREMENS PENSION FD  
14202201310000  ROSELLE POLICE PENSION FUND     
14202201410000  VILLA PARK POLICEMENS PENSION FUND      
14202201410100  VILLA PARK FIREMENS PENSION FUND        
14202201510000  WEST CHICAGO POLICE PENSION FUND        
14202201610000  WESTMONT POLICEMENS PENSION FUND        
14202201710000  WHEATON POLICEMENS PENSION FUND 
14202201710100  WHEATON FIREMENS PENSION FUND   
14202250210000  OAK BROOK POLICEMENS PENSION FUND       
14202250210100  OAK BROOK FIREMENS PENSION FUND 
14202250310000  CAROL STREAM POLICE PENSION FUND        
14202270210000  GLENDALE HEIGHTS POLICE PENSION FUND    
14202300610000  PARIS FIREMENS PENSION FUND     
14202300610100  PARIS POLICE PENSION FUND       
14202500510000  EFFINGHAM FIREMEN PENSION FUND  
14202500510100  EFFINGHAM POLICE PENSION FUND   
14202600710000  VANDALIA POLICEMENS PENSION FUND        
14202800110000  BENTON POLICE PENSION FUND      
14202800110100  BENTON FIREMENS PENSION FUND    
14202801310000  WEST FRANKFORT POLICE PENSION FUND      
14202801310100  WEST FRANKFORT FIREMENS PENSION BOARD   
14202900510000  CANTON POLICE PENSION FUND      
14202900510100  CANTON FIREMENS PENSION FUND    
14203201110000  MORRIS POLICEMENS PENSION FUND  
14203701010000  GENESEO POLICE PENSION FUND     
14203701310000  KEWANEE POLICEMENS PENSION FUND 
14203701310100  KEWANEE FIREMENS PENSION FUND   
14203801910000  WATSEKA POLICE PENSION  
14203900310000  CARBONDALE POLICEMENS PENSION FUND      
14203900310100  CARBONDALE FIREMENS PENSION FUND        
14203901010000  MURPHYSBORO FIREMENS PENSION FUND       
14203901010100  MURPHYSBORO POLICE PENSION FUND 
14204100410000  MT VERNON FIREMENS PENSION BOARD        
14204200510000  JERSEYVILLE POLICE PENSION FUND 
14204500110000  AURORA POLICEMENS PENSION FUND  
14204500110100  AURORA FIREMENS PENSION FUND    
14204500210000  BATAVIA FIREMENS PENSION FUND   
14204500210100  BATAVIA POLICEMEN PENSION FUND  
14204500410000  CARPENTERSVILLE POLICEMENS PENSION BOARD        
14204500710000  ELGIN POLICEMENS PENSION FUND   
14204500710100  ELGIN FIREMENS PENSION FUND     
14204500810000  GENEVA POLICEMENS PENSION FUND  
14204500810100  GENEVA FIREMEN PENSION FUND     
14204501410000  NORTH AURORA POLICE PENSION FUND        
14204501610000  ST CHARLES POLICEMENS PENSION FUND      
14204501610100  ST CHARLES FIREMEN S PENSION FUND       
14204600310000  BOURBONNAIS POLICE PENSION FUND 
14204600410000  BRADLEY POLICEMENS PENSION FUND 
14204601010000  KANKAKEE POLICEMENS PENSION FUND        
14204601010100  KANKAKEE FIREMENS PENSION FUND  
14204900310000  DEERFIELD POLICE PENSION FUND   
14204900510000  GRAYSLAKE POLICE PENSION FUND   
14204900610000  GURNEE POLICE PENSION FUND      
14204900810000  HIGHLAND PARK FIREMENS PENSION FUND     
14204900810100  HIGHLAND PARK POLICEMENS PENSION FUND   
14204900910000  HIGHWOOD POLICE PENSION FUND    
14204901110000  LAKE BLUFF POLICEMENS PENSION FUND      
14204901210000  LAKE FOREST FIREMENS PENSION FUND       
14204901510000  LIBERTYVILLE POLICE PENSION FUND        
14204901610000  MUNDELEIN FIREMENS PENSION FUND 
14204901610100  MUNDELEIN POLICEMENS PENSION FUND       
14204901710000  NORTH CHICAGO POLICEMENS PENSION FUND   
14204901710100  NORTH CHICAGO FIREMENS PENSION FUND     
14204901910000  ROUNDLAKE BEACH POLICEMENS PENSION BOARD        
14204902110000  WAUCONDA POLICE PENSION FUND    
14204902210100  WAUKEGAN FIREMENS PENSION FUND  
14204902410000  ZION POLICE PENSION FUND        
14204902410100  ZION FIREMEN S PENSION FUND     
14205000710000  LA SALLE POLICEMENS PENSION FUND        
14205001210000  MENDOTA POLICEMENS PENSION BOARD        
14205001710000  PERU POLICEMENS PENSION FUND    
14205002110000  STREATOR POLICEMENS PENSION FUND        
14205002110100  STREATOR FIREMENS PENSION FUND  
14205100310000  LAWRENCEVILLE POLICEMENS PENSION FUND   
14205200410000  DIXON POLICE PENSION FUND       
14205200410100  DIXON FIREMENS PENSION FUND     
14205301210000  PONTIAC CITY FIREMENS PENSION FUND      
14205400710000  LINCOLN FIREMENS PENSION FUND   
14205400710100  LINCOLN POLICE PENSION FUND     
14205500710000  MACOMB FIREMEN PENSION FUND     
14205600310000  CRYSTAL LAKE POLICEMENS PENSION FUND    
14205601210000  CITY OF MCHENRY POLICE PENSION FUND     
14205601810000  WOODSTOCK POLICEMENS PENSION FUND       
14205700310000  BLOOMINGTON POLICEMENS PENSION FUND     
14205700310100  BLOOMINGTON FIREMENS PENSION FUND       
14205701610000  NORMAL FIREMEN S PENSION FUND   
14205701610100  NORMAL POLICEMENS PENSION FUND  
14205800310000  DECATUR POLICE PENSION FUND     
14205800310100  DECATUR FIREMENS PENSION FUND   
14205900410000  CARLINVILLE POLICE PENSION FUND 
14206000310000  BETHALTO POLICE PENSION FUND    
14206000410000  COLLINSVILLE POLICEMENS PENSION FUND    
14206000410100  COLLINSVILLE FIREMEN PENSION PLAN       
14206000510000  EAST ALTON POLICEMENS PENSION FUND      
14206000510100  EAST ALTON FIREMENS PENSION FUND        
14206000610000  EDWARDSVILLE POLICEMENS PENSION FUND    
14206000610100  EDWARDSVILLE FIREMENS PENSION FUND      
14206001210000  HIGHLAND POLICE PENSION FUND    
14206001410000  MADISON POLICEMENS PENSION FUND 
14206002110000  VENICE POLICEMENS PENSION FUND  
14206002310000  WOOD RIVER POLICE PENSION FUND  
14206002310100  WOOD RIVER FIREMENS PENSION FUND        
14206100310000  CENTRALIA POLICE PENSION FUND   
14206100310100  CENTRALIA FIREMENS PENSION FUND 
14206101010000  SALEM POLICE PENSION FUND       
14206400310000  METROPOLIS POLICE PENSION FUND  
14206400310100  METROPOLIS FIREMEN PENSION FUND 
14206801010000  LITCHFIELD POLICE PENSION FUND POLICE PENSION FUND      
14206801010100  LITCHFIELD FIREMENS PENSION FUND        
14206900410000  JACKSONVILLE FIREMENS PENSION FUND      
14207100910000  ROCHELLE POLICE PENSION FUND    
14207100910100  ROCHELLE FIREMENS PENSION FUND  
14207201110000  PEORIA POLICE PENSION FUND      
14207201110100  PEORIA FIREMENS PENSION FUND    
14207201210000  PEORIA HEIGHTS POLICEMENS PENSION FUND  
14207300210000  DU QUOIN FIREMEN AND POLICEMEN PENSION FUND     
14208000410000  OLNEY POLICEMENS PENSION FUND   
14208000410100  OLNEY FIREMENS PENSION FUND     
14208100510000  EAST MOLINE POLICE PENSION FUND 
14208100710000  MILAN POLICE PENSION FUND       
14208100810000  MOLINE POLICE AND FIREMEN'S PENSION FUND        
14208101310000  ROCK ISLAND FIREMENS PENSION FUND       
14208101310100  ROCK ISLAND POLICEMENS PENSION FUND     
14208101410000  SILVIS POLICE PENSION FUND      
14208200210000  BELLEVILLE POLICEMENS PENSION FUND      
14208200210100  BELLEVILLE FIREMENS PENSION FUND        
14208200410000  CAHOKIA POLICE PENSION FUND     
14208201510000  MASCOUTAH POLICE PENSION FUND   
14208202010000  O FALLON POLICE PENSION FUND    
14208202610000  SWANSEA POLICE PENSION FUND     
14208202710000  WASHINGTON PARK POLICE PENSION FUND     
14208250110000  CENTREVILLE POLICE PENSION FUND 
14208280110000  FAIRVIEW HEIGHTS POLICE PENSION FUND    
14208300410000  HARRISBURG POLICE PENSION FUND  
14208300410100  HARRISBURG FIREMEN PENSION FUND 
14208402210000  SPRINGFIELD POLICEMENS PENSION FUND     
14208402210100  SPRINGFIELD FIREMENS PENSION FUND       
14208900410000  FREEPORT POLICEMENS PENSION FUND        
14208900410100  FREEPORT FIREMENS PENSION FUND  
14209000510000  EAST PEORIA POLICEMENS PENSION FUND     
14209000510100  EAST PEORIA FIREMENS PENSION FUND       
14209001110000  MORTON POLICE PENSION FUND      
14209001310000  PEKIN FIREMENS PENSION FUND     
14209001310100  PEKIN POLICEMENS PENSION FUND   
14209001610000  WASHINGTON POLICEMENS PENSION FUND      
14209200510000  DANVILLE FIREMENS PENSION FUND  
14209200510100  DANVILLE POLICEMENS PENSION FUND        
14209201010000  HOOPESTON POLICE PENSION FUND   
14209300410000  MOUNT CARMEL POLICE PENSION FUND        
14209300410100  MOUNT CARMEL FIREMEN PENSION FUND       
14209400410000  MONMOUTH POLICE PENSION FUND    
14209400410100  MONMOUTH FIREMENS PENSION FUND  
14209600210000  FAIRFIELD FIREMENS PENSION FUND 
14209700210000  CARMI POLICEMENS PENSION FUND   
14209800910000  ROCK FALLS FIREMENS PENSION FUND        
14209800910100  ROCK FALLS POLICE PENSION FUND  
14209801010000  STERLING POLICE PENSION FUND    
14209801010100  STERLING FIREMENS PENSION FUND  
14209900710000  JOLIET POLICEMENS PENSION FUND  
14209900710100  JOLIET FIREMENS PENSION FUND    
14209901410000  VILLAGE OF PLAINFIELD POLICEMENS PENSION FUND   
14209901710000  STEGER POLICE PENSION FUND      
14209950310000  CREST HILL POLICE PENSION FUND  
14209970110000  BOLINGBROOK POLICE PENSION FD   
14209970110100  BOLINGBROOK FIREMEN PENSION FUND        
14210000910000  HERRIN POLICE PENSION FUND      
14210000910100  HERRIN FIRE PENSION FUND        
14210001210000  MARION FIREMENS PENSION FUND    
14210001210100  MARION POLICE PENSION FUND      
14210100310000  LOVES PARK POLICEMENS PENSION FUND      
14210100610000  ROCKFORD POLICEMENS PENSION FUND        
14210100610100  ROCKFORD FIREMENS PENSION FUND  
14400101810000  TRI TOWNSHIP FIRE PROTECTION DISTRICT FIREMENS PENSION FUND     
14401602610000  PARK EMPLOYEES RETIREMENT BD EMPLOYEES ANNUITY BENEFIT FUND     
14401602910000  METROPOLITAN WATER RECLAMATION DISTRICT RETIREMENT FUND 
14401603010000  CHICAGO TRANSIT AUTHORITY EMPLOYEE RETIREMENT PLAN      
14401611010000  NORTH MAINE FIRE PROTECTION DISTRICT PENSION FUND       
14401615410000  EMPLOYEES PENSION FUND ROBERTS PARK FIRE PROTECTION DISTRICT    
14402200210000  ADDISON FIRE PROTECTION DISTRICT PENSION        
14402200610000  BLOOMINGDALE FIRE PROTECTION DISTRICT PENSION   
14402202710000  LISLE FIRE PROTECTION DISTRICT PENSION PLAN     
14402271610000  WEST CHICAGO FIRE PROTECTION DISTRICT PENSION PLAN      
14402281210000  GLENSIDE FIRE PROTECTION DISTRICT PENSION FUND  
14402290210000  CAROL STREAM FIRE PROTECTION DISTRICT PENSION PLAN      
14403701410000  KEWANEE COMMUNITY FIRE PROTECTION DISTRICT PENSION PLAN 
14404100410000  JEFFERSON FIRE PROTECTION DISTRICT PENSION PLAN 
14404500310000  CARPENTERSVILLE-COUNTRYSIDE FIRE PROTECTION DIST PENSION PLAN   
14404903410000  LINCOLNSHIRE RIVERWOODS FIRE PROTECTION DISTRICT PENSION        
14405401010000  LINCOLN RURAL FIRE PROTECTION DIST PENSION PLAN 
14406001110000  GODFREY FIRE PROTECTION DISTRICT PENSION FUND   
14406100710000  EMPLOYEES PENSION FUND SALEM FIRE PROTECTION DISTRICT   
14501615810000  PUBLIC SCHOOL TEACHERS PENSION AND RETIREMENT FD OF CHICAGO     
15000000090101  STATE POLICE PENSION FUND       
15000000090200  PUBLIC EMPLOYEES' RETIREMENT FUND       
15000000090300  JUDGES' RETIREMENT SYSTEM       
15000000090400  CONSERVATION OFFICERS AND EXCISE POLICE PENSION FUND    
15000000090500  POLICE AND FIREFIGHTERS' PENSION FUND   
15000000090600  TEACHERS' RETIREMENT FUND       
15000000090700  PROSECUTING ATTORNEYS' RETIREMENT FUND  
15000000090800  LEGISLATORS' RETIREMENT SYSTEM  
15108208210000  VANDERBURGH CNTY SHER RET SYS   
15200100210000  DECATUR POLICE PENSION FUND     
15200100210100  DECATUR FIREMENS PENSION FUND   
15200300210000  COLUMBUS POLICE PENSION FUND    
15200300210100  COLUMBUS FIREMANS PENSION FUND  
15200500110000  HARTFORD CITY POLICE AND FIRE PENSIONS FUND     
15201100110000  BRAZIL FIREMENS AND POLICEMENS RETIREMENT SYSTEM        
15201200210000  MUNICIPAL WATER AND ELECTRIC RETIREMENT FUND    
15201200210100  FRANKFORT FIREMEN PENSION FUND  
15201200210200  FRANKFORT POLICE PENSION FUND   
15201400710000  WASHINGTON FIRE DEPARTMENT RETIREMENT SYSTEM    
15201500410000  LAWRENCEBURG POLICE PENSION SYSTEM      
15201600110000  GREENSBURG POLICE AND FIRE PENSIONS FUND        
15202000310000  GOSHEN FIREMEN PENSION FUND     
15202300210000  COVINGTON POLICE DEPARTMENT RETIREMENT SYSTEM   
15202700510000  MARION POLICE PENSION FUND      
15202900310000  CARMEL FIREMENS PENSION PLAN    
15202900310100  CARMEL POLICE PENSION FUND      
15202900610000  NOBLESVILLE FIREMEN PENSION FUND        
15202900610100  NOBLESVILLE POLICE PENSION FUND 
15203200910000  PLAINFIELD FIRE DEPT RET PL     
15203301110000  NEW CASTLE POLICE PENSION FUND  
15203301110100  NEW CASTLE FIREMANS PENSION FUND        
15203400210000  KOKOMO CITY POLICE PENSION FD   
15203400210100  KOKOMO CITY FIRE PENSION FUND   
15203500210000  HUNTINGTON POLICE PENSION FUND  
15203500210100  HUNTINGTON FIREMEN'S PENSION FUND       
15204200710000  VINCENNES POLICE PENSION FUND   
15204200710100  VINCENNES FIREMEN PENSION FUND  
15204301210000  WARSAW POLICE PENSION FUND      
15204301210100  WARSAW FIREMENS PENSION FUND    
15204500210000  METROPOLITAN POLICE SYSTEM DYER TOWN    
15204500410000  LAKE STATION POLICE PENSION FUND        
15204500510000  GARY FIREMENS PENSION FUND      
15204500710000  HAMMOND FIREMENS PENSION FUND   
15204500810000  METROPOLITAN POLICE PENSION FUND        
15204500910000  HOBART POLICE PENSION FUND      
15204501410000  SCHERERVILLE POLICE PENSION FUND        
